,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
1130,24, Private,197554, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
1131,51, Private,99316, 12th,8, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
1132,37, Private,108282, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
1133,19, ?,252752, HS-grad,9, Never-married, ?, Own-child, Black, Male,0,0,35, United-States, <=50K
1134,57, Private,217886, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States, <=50K
1135,37, Private,202683, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
1136,54, Local-gov,137678, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
1137,25, Private,202033, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
1138,30, Private,93973, 11th,7, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
1139,19, Private,391403, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
1140,47, Private,180243, Bachelors,13, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
1141,29, Private,114224, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
1142,33, Private,362747, Some-college,10, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
1143,65, Private,243569, Some-college,10, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
1144,59, Private,361494, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
1145,28, Private,82910, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
1146,26, Private,258768, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,2174,0,75, United-States, <=50K
1147,40, Self-emp-not-inc,36104, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1148,61, Private,183735, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
1149,63, Self-emp-not-inc,129845, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1150,30, Private,460408, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1151,42, Private,188465, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
1152,23, Private,315476, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
1153,59, Private,157305, Preschool,1, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
1154,44, Local-gov,196797, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,36, United-States, >50K
1155,33, Private,184901, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
1156,35, Private,194809, 11th,7, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
1157,58, Private,71283, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, >50K
1158,29, Private,70100, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Portugal, <=50K
1159,53, Local-gov,35305, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,57, United-States, <=50K
1160,59, Private,192671, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States, >50K
1161,23, Self-emp-inc,215395, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
1162,35, Private,178322, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
1163,28, Private,282389, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
1164,50, Private,110327, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
1165,26, Private,117833, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,1669,50, United-States, <=50K
1166,36, Private,197860, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Haiti, <=50K
1167,31, Federal-gov,469263, HS-grad,9, Divorced, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, <=50K
1168,42, Local-gov,111252, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
1169,37, Private,202950, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
1170,50, Self-emp-not-inc,131982, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, South, <=50K
1171,42, Self-emp-not-inc,120539, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
1172,49, Self-emp-not-inc,56841, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
1173,38, State-gov,534775, Some-college,10, Never-married, Tech-support, Unmarried, Black, Female,0,0,50, United-States, <=50K
1174,39, Private,103925, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,32, United-States, >50K
1175,50, Federal-gov,306707, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,12, United-States, <=50K
1176,25, Private,110138, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
1177,48, Private,195554, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, United-States, >50K
1178,23, Private,214227, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
1179,36, State-gov,173273, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
1180,20, Self-emp-not-inc,190968, 7th-8th,4, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
1181,27, Private,194515, Some-college,10, Divorced, Other-service, Unmarried, Black, Female,0,0,37, United-States, <=50K
1182,27, Local-gov,289039, Some-college,10, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
1183,57, Private,113974, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
1184,53, Private,89400, Some-college,10, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
1185,54, Self-emp-not-inc,83984, Masters,14, Divorced, Tech-support, Not-in-family, White, Female,0,0,20, United-States, <=50K
1186,83, Self-emp-inc,272248, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
1187,49, Local-gov,126754, HS-grad,9, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,40, Italy, <=50K
1188,40, Private,163342, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,70, United-States, <=50K
1189,26, Private,58098, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1974,40, United-States, <=50K
1190,35, Private,195081, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
1191,45, Private,187581, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1192,25, Private,1484705, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,25, United-States, <=50K
1193,37, Private,34173, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
1194,35, Private,66304, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
1195,31, Private,173473, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
1196,46, Local-gov,215895, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
1197,49, Private,274720, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
1198,53, Private,132304, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Scotland, <=50K
1199,47, ?,34458, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,10, United-States, <=50K
1200,25, Private,240081, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
1201,30, Private,168906, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,44, United-States, <=50K
1202,47, Private,334679, Masters,14, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,42, India, <=50K
1203,74, Self-emp-not-inc,43599, HS-grad,9, Widowed, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
1204,17, Private,438996, 10th,6, Never-married, Other-service, Other-relative, White, Male,0,0,40, Mexico, <=50K
1205,31, Private,183801, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,43, United-States, >50K
1206,34, Private,90415, Assoc-voc,11, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
1207,35, Private,52187, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
1208,26, Private,141824, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
1209,34, Private,118551, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
1210,39, State-gov,252662, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,2824,50, United-States, >50K
1211,32, ?,119522, Bachelors,13, Divorced, ?, Not-in-family, White, Male,0,0,50, United-States, <=50K
1212,50, Private,269095, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
1213,34, Private,162544, 7th-8th,4, Never-married, Priv-house-serv, Own-child, White, Female,0,0,30, United-States, <=50K
1214,21, Private,275291, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
1215,28, Private,113922, HS-grad,9, Separated, Transport-moving, Own-child, White, Female,0,0,17, United-States, <=50K
1216,68, Self-emp-not-inc,195881, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,2414,0,40, United-States, <=50K
1217,21, Private,203914, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
1218,41, Local-gov,174575, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1219,28, Private,161607, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
1220,26, Private,359327, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, ?, <=50K
1221,34, Private,318886, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
1222,39, Private,91996, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
1223,34, Private,112115, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,55, United-States, >50K
1224,43, Private,76487, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1225,25, State-gov,81993, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,46, United-States, <=50K
1226,32, Private,213887, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
1227,31, Private,129761, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
1228,38, Federal-gov,207066, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
1229,55, Self-emp-not-inc,349910, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
1230,58, Private,199067, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, >50K
1231,23, Private,84726, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,45, Germany, <=50K
1232,55, Self-emp-inc,147098, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male,0,2444,60, United-States, >50K
1233,48, Private,160647, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Ireland, >50K
1234,19, ?,97261, Some-college,10, Never-married, ?, Own-child, White, Male,594,0,30, United-States, <=50K
1235,60, Private,176731, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
1236,27, Private,147638, Bachelors,13, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
1237,23, Private,210526, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
1238,18, ?,128538, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,6, United-States, <=50K
1239,48, Local-gov,121622, Masters,14, Never-married, Prof-specialty, Unmarried, White, Female,0,1380,40, United-States, <=50K
1240,42, ?,137390, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
1241,26, Private,50103, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
1242,28, Local-gov,91670, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
1243,37, Federal-gov,48779, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
1244,26, ?,157008, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
1245,38, ?,338212, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States, <=50K
1246,39, Private,77146, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
1247,53, Federal-gov,170354, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
1248,24, Private,250630, Bachelors,13, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
1249,42, Self-emp-not-inc,209301, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
1250,61, Private,176689, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
1251,42, Self-emp-not-inc,116197, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1252,26, Private,143756, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
1253,26, Private,211695, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
1254,47, Local-gov,128401, Doctorate,16, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
1255,29, Private,57617, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K
1256,45, Self-emp-not-inc,247379, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1257,59, Self-emp-inc,107287, 10th,6, Widowed, Exec-managerial, Unmarried, White, Female,0,2559,50, United-States, >50K
1258,42, Private,212894, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States, >50K
1259,50, Private,35224, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1260,65, Private,65757, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
1261,30, Private,243841, HS-grad,9, Divorced, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, South, <=50K
1262,26, Federal-gov,48099, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
1263,19, Private,204389, HS-grad,9, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, Puerto-Rico, <=50K
1264,38, Private,179731, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,52, United-States, <=50K
1265,42, Private,297335, Assoc-acdm,12, Married-spouse-absent, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,31, Laos, <=50K
1266,23, Private,70919, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
1267,41, Private,204415, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
1268,50, Private,116814, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
1269,29, Private,405177, 10th,6, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
1270,45, Private,183092, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
1271,23, Self-emp-not-inc,191283, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
1272,58, Federal-gov,175873, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
1273,32, Private,70985, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
1274,34, Private,141118, Masters,14, Divorced, Prof-specialty, Own-child, White, Female,0,0,60, United-States, >50K
1275,20, Private,69911, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
1276,50, Private,57852, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
1277,22, Private,364342, Assoc-voc,11, Never-married, Sales, Not-in-family, Black, Female,0,0,25, United-States, <=50K
1278,39, Private,35890, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
1279,26, Private,197292, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
1280,24, Private,276851, HS-grad,9, Divorced, Protective-serv, Own-child, White, Female,0,1762,40, United-States, <=50K
1281,32, Private,158416, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
1282,50, Private,145333, Doctorate,16, Divorced, Prof-specialty, Other-relative, White, Male,10520,0,50, United-States, >50K
1283,23, Private,347292, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
1284,23, Private,250630, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
1285,68, Self-emp-not-inc,241174, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, United-States, <=50K
1286,18, Private,338836, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
1287,28, Private,30912, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
1288,43, Private,153160, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
1289,24, Private,194096, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, United-States, <=50K
1290,46, Self-emp-not-inc,311231, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
1291,34, Private,203051, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,27, United-States, <=50K
1292,21, Private,212661, 10th,6, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States, <=50K
1293,23, Private,196508, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,24, United-States, <=50K
1294,21, Private,300812, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
1295,37, Private,160192, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1296,32, Private,33678, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
1297,61, Private,48549, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,38, United-States, >50K
1298,66, ?,31362, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, <=50K
1299,26, Private,491862, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
1300,44, Private,190739, HS-grad,9, Never-married, Other-service, Other-relative, Black, Male,0,0,32, United-States, <=50K
1301,32, Private,238944, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
1302,29, Private,150717, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
1303,39, ?,105044, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,7298,0,40, United-States, >50K
1304,27, Private,194690, 9th,5, Never-married, Other-service, Own-child, White, Male,0,0,50, Mexico, <=50K
1305,37, Federal-gov,31670, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
1306,51, Private,93193, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
1307,71, ?,108390, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,3432,0,20, United-States, <=50K
1308,35, Self-emp-not-inc,157473, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1309,29, Private,183639, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,97, United-States, <=50K
1310,60, Private,160625, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,47, United-States, <=50K
1311,21, Private,29810, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
1312,40, Private,291300, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
1313,29, Private,298696, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
1314,64, Self-emp-not-inc,280508, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
1315,27, Private,159676, HS-grad,9, Divorced, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
1316,29, Local-gov,116751, Assoc-voc,11, Divorced, Protective-serv, Unmarried, White, Male,0,0,56, United-States, <=50K
1317,45, Local-gov,135776, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
1318,20, Private,282579, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
1319,49, Self-emp-not-inc,219718, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
1320,39, Private,96564, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
1321,52, Private,124591, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
1322,24, Private,271379, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
1323,28, Private,27956, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,99, Philippines, <=50K
1324,23, Never-worked,188535, 7th-8th,4, Divorced, ?, Not-in-family, White, Male,0,0,35, United-States, <=50K
1325,74, State-gov,117017, Some-college,10, Separated, Sales, Not-in-family, White, Male,0,0,16, United-States, <=50K
1326,47, Private,120131, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
1327,38, Federal-gov,261241, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
1328,65, Private,187493, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,40, Germany, >50K
1329,45, Private,198223, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1902,45, United-States, >50K
1330,69, Private,150600, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
1331,24, Local-gov,34246, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
1332,18, Private,79443, 9th,5, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Mexico, <=50K
1333,28, Local-gov,133136, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
1334,34, Private,341954, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
1335,24, Private,137591, Some-college,10, Never-married, Sales, Own-child, White, Male,0,1762,40, United-States, <=50K
1336,45, Private,55720, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
1337,36, Private,349534, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,31, United-States, >50K
1338,26, Self-emp-not-inc,233933, 10th,6, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
1339,33, Private,198452, Bachelors,13, Separated, Tech-support, Unmarried, White, Female,5455,0,40, United-States, <=50K
1340,37, Private,160192, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,6849,0,80, United-States, <=50K
1341,28, Private,96020, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
1342,26, Private,322585, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
1343,59, Private,61885, 12th,8, Divorced, Transport-moving, Other-relative, Black, Male,0,0,35, United-States, <=50K
1344,18, Federal-gov,101709, 11th,7, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, Philippines, <=50K
1345,45, Self-emp-not-inc,244194, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,5178,0,40, United-States, >50K
1346,24, State-gov,147719, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, India, <=50K
1347,34, Private,34080, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
1348,44, Private,118536, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
1349,59, Private,316027, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Cuba, <=50K
1350,50, Private,137815, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
1351,45, Private,83064, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
1352,20, Private,44793, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
1353,21, ?,224209, HS-grad,9, Married-civ-spouse, ?, Wife, Black, Female,0,0,30, United-States, <=50K
1354,73, Private,77884, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
1355,46, Private,131939, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
1356,31, Private,78662, HS-grad,9, Separated, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
1357,37, Private,166744, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,12, United-States, <=50K
1358,30, Self-emp-not-inc,112358, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
1359,50, Local-gov,183390, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
1360,54, State-gov,93449, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
1361,31, Private,93106, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
1362,68, ?,229016, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,0,25, United-States, <=50K
